id,name,desc
nils-andersson,"Nils (fotboll, bandy) Andersson, Nils (ishockey) Andersson, Ola Andersson",Nils Åke Andersson Född: 28 augusti 1941 Fotbollsspelare Position: försvarare Moderklubb: Spånga IS 2 säsonger. 11 matcher. 0 mål. 1960 9 0 1961 2 0 B
per-ake-andersson,Per-Åke Andersson,Per-Åke Andersson Född: 4 juni 1939 Bandyspelare 2 säsonger. 1965 1966
rickard-parris-andersson,Richard Andersson,Rickard Ferdinand Andersson Född: 22 juni 1897 Fotbollsspelare Position: målvakt Moderklubb: ? 1 säsong. 13 matcher. 0 mål. 1927/1928 13 0
roland-andersson,Roland Andersson,Åke Erik Roland Andersson Född: 28 mars 1950 Fotbollsspelare Position: högerback Moderklubb: Malmö FF 2 säsonger. 45 matcher. 2 mål. 1975 23 2 1976 22
rose-marie-andersson,Rose-Marie Andersson,"Rose-Marie Linda Andersson Född: 22 mars 1973 Fotbollsspelare Position: back, mittfältare Nummer: 21, 11 Moderklubb: IFK Österåker 1989 1990 1991 1992"
rune-andersson,Rune Andersson,Rune Andersson Född: Fotbollsspelare Position: Moderklubb: 1 säsong. 4 matcher. 0 mål. 1944/45 4 0
sebastian-andersson,Sebastian Andersson,Martin Sebastian Andersson Född: 15 juli 1991 Fotbollsspelare Position: anfallare Moderklubb: Vinslövs IF 2 säsonger. 35 matcher. 13 mål. 2014 13 6 20
sven-andersson,Sven Andersson,Sven Andersson Född: 6 november 1932 Ishockeyspelare Position: back Moderklubb: Säsonger Matcher Mål Assist Poäng 1951/52 – – – – 1952/53 – – – – 1953
sune-andersson,Sune Andersson,Sune Anders Andersson Född: 21 april 1898 Fotbollsspelare Position: Moderklubb: 1 säsong. 3 matcher. 1 mål. 1927/28 3 1 Ishockeyspelare Position: forw
tommy-andersson,Tommy Andersson,John Tommy Kenneth Andersson Född: 24 september 1952 Fotbollsspelare Position: försvarare. Moderklubb: Trollhättans IF 1 säsong. 2 matcher. 0 mål. 197
tore-andersson,Tore Andersson,Tore Axel Alexander Andersson Född: 9 januari 1929 Ishockeyspelare Position: back Moderklubb: Säsonger Matcher Mål Assist Poäng 1949/50 – – – –
ake-andersson,Åke Andersson,Åke Ragnar Andersson Född: 18 augusti 1906 Fotbollsspelare Position: Moderklubb: 1 säsong. 8 matcher. 2 mål. 1927/1928 8 2
folke-andersson-arsjo,Folke Andersson-Arsjö,Folke Anders son-Arsjö Född: 19 februari 1903 Ishockeyspelare Position: forward Moderklubb: Säsonger Matcher Mål Assist Poäng 1922/23 – – – – 1923/24 
knut-andersson-karsbrink,Knut Andersson-Karsbrink,Knut Andersson-Karsbrink Född: 3 juli 1902 Ishockeyspelare Position: forward Moderklubb: Säsonger Matcher Mål Assist Poäng 1929/30 – – – –
christer-andersson-mossberg-2,Christer Andersson-Mossberg,Christer Andersson-Mossberg Född: 15 februari 1939 Bandyspelare 6 säsonger. 1961 1962 1963 1964 1965 1966
ivar-andre,Ivar André,Ivar Gustaf Harry André Född: 16 februari 1905 Fotbollsspelare Moderklubb: 1 säsong. 1 match. 1 mål. 1927/28 1 0
anders-andren,Anders Andrén,Anders Andrén Född: 11 juli 1945 Ishockeyspelare Position: forward Moderklubb: Säsonger Matcher Mål Assist Poäng 1962/63 – 1 – – 1963/64 – 0 0 0 1964/
rune-andren,Rune Andrén,Nils Rune Andrén Född: 3 april 1950 Ishockeyspelare Position: forward Moderklubb: Säsonger Matcher Mål Assist Poäng 1968/69 – – – – 1969/70 – – – – 19
vytautas-andriuskevicius,Vytautas Andriuskevicius,Vytautas Andriuskevicius Född: 8 oktober 1990 Fotbollsspelare Position: försvarare Moderklubb: FBK Kaunas 2 säsonger. 31 matcher. 0 mål. 2013 16 0 201
niklas-anger,Niklas Anger,Claes Niklas Folke Anger Född: 14 juli 1977 Ishockeyspelare Position: forward Moderklubb: Djurgårdens IF Säsonger Matcher Mål Assist Poäng 1968/69 – –
goran-aral,Göran Aral,Göran Timur Aral Född: 3 juli 1953 Fotbollsspelare Position: försvarare Moderklubb: Djurgårdens IF 1 säsong. 1 match. 0 mål. 1975 1 0
kari-arnason,Kari Arnason,Kari Arnason Född: 13 oktober 1982 Fotbollsspelare Position: mittfältare Moderklubb: Vikingur Reykjavik (Island) 2 säsonger. 35 matcher.0 mål. 2005 21
johan-arneng,Johan Arneng,Bo Johan Peter Arneng Född: 14 juni 1979 Fotbollsspelare Position: mittfältare Moderklubb: IK Oddevold 5 säsonger. 113 matcher. 9 mål. 2003 23 2 SM-gu
lars-laban-arnesson,Lars Arnesson,Lars Arne Emanuel Arnesson Född: 20 februari 1936 Fotbollsspelare Position: back Moderklubb: Sandvikens IF 5 säsonger. 93 matcher. 1 mål. 1960 14 1 19
linus-arnesson,Linus Arnesson,Linus Ola Arnesson Född: 21 september 1994 Ishockeyspelare Position: back Längd: 187 cm Nummer: 8 Skjuter: vänster Moderklubb: Hanvikens SK Säsonger M
jan-aronsson,Jan Aronsson,Karl Gustaf Jan Aronsson Född: 28 november 1931 Fotbollsspelare Position: högerytter Moderklubb: Degerfors IF 1 säsong. 9 matcher. 2 mål. 1959 9 2
mats-aronsson,Mats Aronsson,Mats Olof Aronsson Född 16 augusti 1951 Fotbollsspelare Position: anfallare Moderklubb: Landskrona BoIS 2 säsonger. 33 matcher. 7 mål. 1981 19 2 1982 
ronnie-aronsson,Ronnie Aronsson,Per Håkan Ronnie Aronsson Född: 14 juni 1961 Fotbollsspelare Position: anfallare Moderklubb: Djurgårdens IF 1 säsong. 5 matcher. 1 mål. 1981 5 1
christer-andersson-mossberg,Folke Arsjö,Folke Gustav Walter Arsjö Född: 19 februari 1903 Bandyspelare 2 säsonger. 1930 1931
arne-arvidsson,Arne Arvidsson,Sven Arne Arvidsson Född: 19 januari 1929 Fotbollsspelare Position: målvakt Moderklubb: Långhyttans AIK 13 säsonger. 241 matcher. 0 mål. 1952/53 2 0 1
jesper-arvidsson,Jesper Arvidsson,John Jesper Arvidsson Född: 1 januari 1985 Fotbollsspelare Position: försvarare Moderklubb: Götene IF 3 säsonger. 61 matcher. 5 mål. 2013 15 0 2014 20
wilhelm-arwe,Wilhelm Arwe,Karl Wilhelm Konrad Arwe Född: 28 januari 1898 SM guld: 1926 (ishockey) EM-guld: 1921 (ishockey) Stor grabb #6 ishockey Bandyspelare 2 säsonger 1930 1
joel-asoro,Joel Asoro,Joel Joshghene Asoro Född: 27 april 1999 Fotbollsspelare Position: anfallare Längd: 175 cm Nummer: 10 Moderklubb: IFK Haninge 2021 26 3 2022 2023
ted-attersand,Ted Attersand,James Ted Attersand Född: 6 april 1952 Ishockeyspelare Position: back Moderklubb: Djurgårdens IF Säsonger Matcher Mål Assist Poäng 1969/70 – – – –
jonathan-augustinsson,Jonathan Augustinsson,Hans Oskar Jonathan Augustinsson Född: 30 mars 1996 Fotbollsspelare Position: vänsterback Nummer: 15 Moderklubb: IF Brommapojkarna 3 säsonger. 50 matc
alf-axberg,Alf Axberg,Alf Gustaf Axberg Född: 4 april 1914 Ishockeyspelare Position: forward Moderklubb: Djurgårdens IF Säsonger Matcher Mål Assist Poäng 1930/31 – – – – 19
yosif-ayuba,Yosif Ayuba,Yosif Ayuba Född: 30 november 1990 Fotbollsspelare Position: Moderklubb: 2 säsonger. 15 matcher. 1 mål. 2009 11 1 2010 4 0
ibrahim-ba,Ibrahim Ba,Ibrahim Ba Född: 12 november 1973 Fotbollsspelare Position: anfallare Moderklubb: Çaykur Rizespor K (Turkiet) 1 säsong. 14 matcher. 1 mål. 2005 14 1 S
tomas-backman,Tomas Backman,Tomas Olof Edvard Backman Född: 16 juni 1980 Fotbollsspelare Position: försvarare/mittfältare Moderklubb: Friska Viljor FC 1 säsong. 11 matcher. 1 mål
aliou-badji,Aliou Badji,Aliou Badji Född: 10 oktober 1997 Fotbollsspelare Position: anfallare Nummer: 20 Moderklubb: Casa Sports (senegal) 2 säsonger. 48 matcher. 11 mål. 201
anna-bagge,Anna Bagge,Anna Karin Bagge Född: 30 januari 1973 Fotbollsspelare Position: back Nummer: Moderklubb: BP 1991 1992 1993 1994 1995 1996
carlos-banda,Carlos Banda,Carlos Antonio Banda Campos Född: 23 augusti 1977 Fotbollsspelare Position: försvarare Moderklubb: IFK Österåker 3 säsonger. 22 matcher. 0 mål. 1996 3
emmanuel-banda,Emmanuel Banda,Emmanuel Banda Född: 29 september 1997 Fotbollsspelare Position: mittfältare Nummer: 12 Moderklubb: Nchanga Rangers FC (Zambia) 2020 2021 22 4 2022
yannick-ngabu-bapupa,Yannick Ngabu Bapupa,Yannick Ngabu Bapupa Född: 21 januari 1982 Fotbollsspelare Position: mittfältare Moderklubb: Kongo Kinshasa Star (Kongo) 3 säsonger. 42 matcher. 3 mål
niklas-barklund,Niklas Barklund,Per Niklas Barklund Född: 10 juni 1973 Ishockeyspelare Position: forward Moderklubb: Regina Pats (Canada) Säsonger Matcher Mål Assist Poäng 1998/99 34
abgar-barsom,Abgar Barsom,Abgar Aram Diego Barsom Född: 4 september 1977 Fotbollsspelare Position: mittfältare Moderklubb: BK Forward 6 säsonger. 106 matcher. 10 mål. 2000 29 2
stefan-batan,Stefan Batan,Stefan Batan Född: 20 mars 1985 Fotbollsspelare Position: mittfältare Moderklubb: Assyriska Föreningen 3 säsonger. 41 matcher. 2 mål. 2006 19 2 2007 1
felix-beijmo,Felix Bejmo,Felix Allan Olof Nelson Beijmo Född: 31 januari 1998 Fotbollsspelare Position: försvarare Moderklubb: IF Brommapojkarna 2 säsonger. 37 matcher. 3 mål.
anders-bengtsson,Anders Bengtsson,Anders Bengtsson Född: 3 oktober 1969 Fotbollsspelare Position: mittfältare Moderklubb: Nacka FF 1 säsong. 1 match. 0 mål. 1996 1 0
folke-bengtsson,Folke Bengtsson,Leif Georg Folke Bengtsson Född: 24 april 1944 Ishockeyspelare Position: forward Moderklubb: Leksands IF Säsonger Matcher Mål Assist Poäng 1969/70 20 
kent-bengtsson,Kent Bengtsson,Kent Robert Bengtsson Född: 7 juni 1952 Ishockeyspelare Position: back Moderklubb: KB Karlskoga Säsonger Matcher Mål Assist Poäng 1973/74 28 8 3 11 19
pierre-bengtsson,Pierre Bengtsson,Pierre Thomas Robin Bengtsson Född: 12 april 1988 Fotbollsspelare Position: ytterback Längd: 177 cm Nummer: 19 Moderklubb: IFK Kumla 2022 2023
erik-berg,Erik Berg,Anders Erik Berg (f.d. Johansson) Född: 30 december 1988 Fotbollsspelare Position: back Nummer: 21 Moderklubb: Falkenbergs FF 2 säsonger. 22 matcher 2
oliver-berg,Oliver Berg,Oliver Berg Född: 28 augusti 1993 Fotbollsspelare Position: mittfältare Längd: 178 cm Nummer: 11 Moderklubb: Raufoss (Norge) 1 säsonger. n matcher. n 
rolf-berggren,Rolf Berggren,Rolf Lennart Berggren Född: 26 november 1934 Ishockeyspelare Position: forward Moderklubb: Djurgårdens IF Säsonger Matcher Mål Assist Poäng 1956/57 – 
tommy-baloo-berggren,Tommy Berggren,Stig Arne Tommy Berggren Född: 20 april 1950 Fotbollsspelare Position: försvarare/anfallare Moderklubb: Solberga IF 13 säsonger. 291 matcher. 55 mål. 
sigvard-bergh,Sigvard Bergh,Sigvard Bergh Född: 17 augusti 1912 Invald till hedersledamot 1970 Fotbollsspelare Position: anfallare Moderklubb: Långshyttans AIK 7 säsonger. 40 mat
kenneth-bergkvist,Kenneth Bergkvist,Kenneth Erik Bergkvist Född: 2 september 1968 Fotbollsspelare Position: försvarare Moderklubb: Djurgårdens IF 1988 0 0 1989 1990 5 0 1993 1994 23 2 19
bo-berglund,Bo Berglund,Bo Abel Berglund Född: 6 april 1955 Ishockeyspelare Position: forward Moderklubb: Modo AIK Säsonger Matcher Mål Assist Poäng 1977/78 15 7 5 12 1978/79
charles-berglund,Charles Berglund,Ralph Douglas Charles Berglund Född: 18 januari 1965 Ishockeyspelare Position: forward Moderklubb: IFK Tumba Stor grabb #155 ishockey Säsonger Matcher
emil-berglund,Emil Berglund,Emil Douglas Henry Berglund Född: 28 mars 1994 Ishockeyspelare Position: forward Längd: 172 cm Nummer: 26 Moderklubb: Väsby IK Säsonger Matcher Mål As
tomas-bergman,Tomas Bergman,Tomas Bergman Född: 23 augusti 1950 Bandyspelare 2 säsonger. 1965 1966
adam-bergmark-wiberg,Adam Bergmark Wiberg,Carl Adam Bergmark Wiberg Född: 7 maj 1997 Fotbollsspelare Position: anfallare Nummer: 29 Moderklubb: Täby IS 1 säsong. 5 matcher. 0 mål. 2019 5 0
malin-bergquist,Malin Bergquist,Malin Charlotta Bergquist Född: 2 februari 1970 Fotbollsspelare Position: mittfältare Nummer: Moderklubb: Hanviken 1991 1992
christer-bergqvist,Christer Bergqvist,Ulf Christer Bergqvist Född: 26 februari 1973 Fotbollsspelare Position: försvarare Moderklubb: GIF Sundsvall 2 säsonger. 26 matcher. 1 mål. 1997 17 1 
thonny-bergqvist,Thonny Bergqvist,Thonny Richard Bergqvist Född: 20 december 1944 Fotbollsspelare Position: anfallare Moderklubb: Älvsjö AIK 1 säsong. 3 matcher. 0 mål. 1968 3 0
eva-bergsten,Eva Bergsten,Eva Bergsten Född: 4 mars 1967 Fotbollsspelare Position: forward Nummer: 8 Moderklubb: IFK Ludvika 1990 1991 1992
emil-bergstrom,Emil Bergström,Emil Evert Bergström Född: 19 maj 1993 Fotbollsspelare Position: försvarare Moderklubb: Spånga IS Säsonger 5. Matcher 129. 7 mål. 2011 18 0 2012 23 1 
gerhard-bergstrom,Gerhard Bergström,Gerhard Engelbrekt Bergström Född: 7 november 1875 Medlem: 14 Grundare av Djurgårdens IF
jacob-bergstrom,Jacob Bergström,Anders Jacob Bergström Född: 26 april 1995 Fotbollsspelare Position: anfallare Längd: 191 cm Nummer: 18 Moderklubb: Karlskrona AIF 1 säsonger. n match
johan-bergstrom,Johan Bergström,Johan Mikael Bergström Född: 29 oktober 1973 Fotbollsspelare Position: mittfältare Moderklubb: Törnävän Pallo (Finland) 1 säsong. 2 matcher. 0 mål. 19
pelle-bergstrom,Pelle Bergström,"Pelle Bergström Född: 14 september 1920 Ledare, ordförande"
stefan-bergtoft,Stefan Bergtoft,Stefan Nils Alexius Bergtoft Född: 24 mars 1979 Fotbollsspelare Position: mittfältare Moderklubb: Kälvesta IoF 7 säsonger. 53 Matcher. 1 mål. 2000 8 0
lucas-bergvall,Lucas Bergvall,Lucas Erik Holger Bergvall Född: 2 februari 2006 Fotbollsspelare Position: mittfältare Längd: 186 cm Nummer: 21 Moderklubb: BP 1 säsonger. n matcher. 
theo-bergvall,Theo Bergvall,Theo Andreas Bergvall Född: 21 september 2004 Fotbollsspelare Position: ytterback Längd: 185 cm Nummer: 12 Moderklubb: BP 1 säsonger. n matcher. n mål
oscar-bernadotte,Oscar Bernadotte,Oscar Bernadotte Född: 12 juli 1921 Ordförande DIF Fäktning
daniel-berntsen,Daniel Berntsen,Daniel Mikal Aas Berntsen Född: 4 april 1993 Fotbollsspelare Position: Moderklubb: 2 säsonger. 54 matcher. 8 mål. 2015 28 6 2016 26 2
per-bilen,Per Bilén,Per Jonas Bilén Född: 6 april 1965 Ishockeyspelare Position: back Moderklubb: Boro/Vetlanda HC Säsonger Matcher Mål Assist Poäng 1984/85 1 0 1 1 1985/
dan-bingestam,Dan Bingestam,Dan Eddy Bingestam Född: 2 mars 1951 Fotbollsspelare Position: försvarare Moderklubb: Älvsjö AIK 2 säsonger. 8 matcher. 1 mål. 1972 7 1 1973 1 0
anna-bjurstrom,Anna Bjurström,Anna Maria Bjurström Född: 18 januari 1972 Fotbollsspelare Position: forward Nummer: 18 Moderklubb: IFK Lidingö 1988 1989
carl-bjork,Carl Björk,Carl Thomas Kenneth Björk Född: 4 februari 1992 Fotbollsspelare Position: anfallare Moderklubb: Tungelsta IF 1 säsong. 6 matcher. 1 mål. 2011 6 1
stefan-bjork,Stefan Björk,Lars Stefan Björk Född: 10 september 1976 Ishockeyspelare Position: back Moderklubb: Vallentuna BK Säsonger Matcher Mål Assist Poäng 1995/96 30 0 0 0 
august-bjorkdahl,August Björkdahl,Carl August Björkdahl Född: 15 december 1873 Medlem: 34 Styrelseledamot: 1892-1896
johan-bjorkdahl,Johan Björkdahl,"Johan Alfred Björkdahl Född: 12 september 1875 Medlem: 33 Styrelseledamot 1894-1902, 1904"
bo-bjorkman,Bo Björkman,Bo Anders Evald Björkman Född: 20 april 1916 Fotbollsspelare Position: ytter Moderklubb: Vara SK 12 säsonger. 38 matcher. 44 mål. 1936/37 16 7 1937/38
olle-bjorkman,Olle Björkman,Olle (eg Olof) Alexander Björkman Född: 22 januari 1920 Fotbollsspelare Position: Moderklubb: Västerås IK 2 säsonger. 4 matcher. 1 mål. 1944/45 3 1 19
tommy-bjorkman,Tommy Björkman,Karl Tommy Björkman Född: 16 juni 1934 Ishockeyspelare Position: målvakt Moderklubb: Saltsjöbadens IF Säsonger Matcher Mål Assist Poäng 1957/58 2 – – 
tim-bjorkstrom,Tim Björkström,Tim Denny Björkström Född: 8 januari 1991 Fotbollsspelare Position: högerback/mittback. Moderklubb: Hanvikens SK 2 säsonger. 47 matcher. 0 mål. 2015 2
lasse-bjorn,Lasse Björn,"Lars Gunnar Raldo Bjö rn Född: 16 december 1931 Ishockeyspelare Position: back Moderklubb: Djurgårdens IF SM-guld: 9 (1949/50, 1953/54, 1954/55, 1957/"
ragnar-ragge-blom,Ragnar Blom,Set Ragnar Blom Född: 7 februari 1921 Bandyspelare 2 säsonger. 1940 1941
carl-blomgren,Carl Blomgren,Carl Gustaf Gunnar Blomgren Född: 27 december 1872 Medlem: 9 Grundare av Djurgårdens IF
david-blomgren,David Blomgren,David Augustinus Blomgren Född: 6 juli 2003 Ishockeyspelare Position: forward Längd: 182 cm Nummer: 53 Moderklubb: Flemingsbergs IK Säsonger Matcher M
gustaf-blomgren,Gustaf Blomgren,Frans Gustaf Teodor Blomgren Född: 10 september 1874 Medlem: 17 Grundare av Djurgårdens IF
arne-blomqvist,Arne Blomqvist,Arne Edvard Blomqvist Född: 13 juli 1921 Fotbollsspelare Position: försvarare Moderklubb: 7 säsonger. 59 matcher. 3 mål. 1944/45 7 2 1945/46 9 1 1946/
